"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"26.11.2013","23.500,0","23.540,0","23.720,0","23.080,0","119,07K","-2,25%"
"25.11.2013","24.040,0","24.600,0","24.620,0","24.040,0","49,83K","-2,51%"
"22.11.2013","24.660,0","24.800,0","24.900,0","24.660,0","44,92K","-0,64%"
"21.11.2013","24.820,0","25.000,0","25.120,0","24.820,0","66,63K","-0,72%"
"20.11.2013","25.000,0","25.400,0","25.400,0","25.000,0","34,26K","-0,24%"
"19.11.2013","25.060,0","25.600,0","25.600,0","25.060,0","30,16K","-3,54%"
"18.11.2013","25.980,0","25.900,0","25.980,0","25.260,0","369,62K","4,00%"
"15.11.2013","24.980,0","25.040,0","25.200,0","24.980,0","36,83K","-0,24%"
"14.11.2013","25.040,0","25.100,0","25.340,0","25.000,0","70,55K","-0,71%"
"13.11.2013","25.220,0","24.700,0","25.220,0","24.640,0","106,17K","2,11%"
"12.11.2013","24.700,0","24.800,0","24.860,0","24.700,0","89,42K","-1,20%"
"08.11.2013","25.000,0","25.340,0","25.500,0","25.000,0","316,74K","-1,19%"
"07.11.2013","25.300,0","25.500,0","25.660,0","25.300,0","91,89K","-2,09%"
"06.11.2013","25.840,0","25.820,0","25.900,0","25.800,0","17,35K","-0,39%"
"05.11.2013","25.940,0","26.200,0","26.200,0","25.940,0","82,66K","-2,11%"
"01.11.2013","26.500,0","26.240,0","26.500,0","26.200,0","110,26K","1,53%"
"31.10.2013","26.100,0","26.200,0","26.200,0","26.100,0","123,51K","-0,38%"
"30.10.2013","26.200,0","26.480,0","26.480,0","26.200,0","124,81K","-1,13%"
"29.10.2013","26.500,0","26.460,0","26.500,0","26.400,0","72,87K","0,08%"
"28.10.2013","26.480,0","26.400,0","26.500,0","26.380,0","98,48K","0,00%"
"25.10.2013","26.480,0","26.120,0","26.500,0","26.120,0","46,50K","1,38%"
"24.10.2013","26.120,0","26.180,0","26.200,0","26.080,0","55,92K","-0,23%"
"23.10.2013","26.180,0","26.000,0","26.180,0","26.000,0","67,91K","0,69%"
"22.10.2013","26.000,0","26.440,0","26.440,0","26.000,0","160,59K","-2,26%"
"21.10.2013","26.600,0","26.620,0","26.620,0","26.400,0","60,28K","-0,08%"
"18.10.2013","26.620,0","26.720,0","26.720,0","26.300,0","69,70K","0,23%"
"17.10.2013","26.560,0","26.620,0","26.620,0","26.520,0","37,33K","0,15%"
"16.10.2013","26.520,0","26.780,0","26.780,0","26.520,0","54,46K","-0,67%"
"15.10.2013","26.700,0","26.660,0","26.700,0","26.460,0","55,21K","0,07%"
"11.10.2013","26.680,0","26.600,0","26.780,0","26.540,0","66,45K","0,30%"
"10.10.2013","26.600,0","26.620,0","26.680,0","26.500,0","70,72K","0,23%"
"09.10.2013","26.540,0","26.620,0","26.640,0","26.540,0","26,25K","-0,38%"
"08.10.2013","26.640,0","26.780,0","26.800,0","26.640,0","1,16M","-0,52%"
"07.10.2013","26.780,0","26.660,0","26.780,0","26.660,0","9,63K","-0,37%"
"04.10.2013","26.880,0","26.800,0","26.880,0","26.800,0","7,81K","0,30%"
"03.10.2013","26.800,0","26.960,0","26.980,0","26.620,0","32,73K","-0,59%"
"02.10.2013","26.960,0","26.700,0","26.960,0","26.700,0","61,32K","0,90%"
"01.10.2013","26.720,0","26.720,0","26.860,0","26.720,0","59,38K","-0,67%"
"30.09.2013","26.900,0","26.780,0","26.900,0","26.640,0","77,92K","0,07%"
"27.09.2013","26.880,0","26.760,0","26.880,0","26.580,0","87,93K","0,45%"
"26.09.2013","26.760,0","27.180,0","27.300,0","26.760,0","34,92K","-0,74%"
"25.09.2013","26.960,0","26.660,0","27.000,0","26.660,0","115,17K","-0,15%"
"24.09.2013","27.000,0","26.980,0","27.000,0","26.900,0","127,13K","0,30%"
"23.09.2013","26.920,0","26.720,0","26.980,0","26.720,0","65,23K","0,82%"
"20.09.2013","26.700,0","26.720,0","27.060,0","26.700,0","136,43K","-0,82%"
"19.09.2013","26.920,0","27.060,0","27.100,0","26.700,0","111,24K","-0,30%"
"18.09.2013","27.000,0","26.940,0","27.000,0","26.640,0","139,86K","-0,37%"
"17.09.2013","27.100,0","26.620,0","27.100,0","26.600,0","103,93K","1,19%"
"16.09.2013","26.780,0","26.800,0","26.900,0","26.700,0","52,55K","0,68%"
"13.09.2013","26.600,0","26.500,0","26.600,0","26.460,0","153,62K","-0,97%"
"12.09.2013","26.860,0","26.980,0","26.980,0","26.500,0","57,96K","-1,40%"
"11.09.2013","27.240,0","27.160,0","27.240,0","26.840,0","69,76K","-0,22%"
"10.09.2013","27.300,0","26.680,0","27.300,0","26.680,0","107,22K","2,17%"
"09.09.2013","26.720,0","26.220,0","26.720,0","26.220,0","130,02K","1,91%"
"06.09.2013","26.220,0","26.600,0","26.640,0","26.220,0","95,46K","-1,06%"
"05.09.2013","26.500,0","26.400,0","26.500,0","26.340,0","70,07K","1,15%"
"04.09.2013","26.200,0","26.240,0","26.240,0","26.000,0","135,40K","0,69%"
"03.09.2013","26.020,0","26.280,0","26.360,0","26.020,0","232,83K","-0,84%"
"02.09.2013","26.240,0","26.220,0","26.400,0","26.200,0","37,35K","-0,53%"
"30.08.2013","26.380,0","26.400,0","26.600,0","26.220,0","228,40K","-0,23%"
"29.08.2013","26.440,0","26.520,0","26.680,0","26.440,0","60,33K","-0,83%"
"28.08.2013","26.660,0","26.600,0","26.700,0","26.520,0","209,92K","0,00%"
"27.08.2013","26.660,0","26.600,0","26.920,0","26.600,0","67,29K","0,23%"
"26.08.2013","26.600,0","26.580,0","26.760,0","26.560,0","21,68K","0,23%"
"23.08.2013","26.540,0","26.640,0","26.680,0","26.540,0","24,87K","-0,30%"
"22.08.2013","26.620,0","26.740,0","26.900,0","26.620,0","65,41K","-1,04%"
"21.08.2013","26.900,0","26.700,0","26.900,0","26.700,0","25,28K","0,75%"
"20.08.2013","26.700,0","26.700,0","26.700,0","26.560,0","99,26K","0,00%"
"16.08.2013","26.700,0","26.900,0","27.000,0","26.700,0","48,18K","-1,91%"
"15.08.2013","27.220,0","27.480,0","27.480,0","27.220,0","115,45K","-0,95%"
"14.08.2013","27.480,0","27.100,0","27.480,0","27.060,0","676,13K","1,33%"
"13.08.2013","27.120,0","26.880,0","27.120,0","26.880,0","47,47K","0,89%"
"12.08.2013","26.880,0","26.880,0","26.880,0","26.720,0","17,71K","1,05%"
"09.08.2013","26.600,0","26.620,0","26.640,0","26.500,0","153,54K","0,76%"
"08.08.2013","26.400,0","26.500,0","26.760,0","26.400,0","156,40K","-0,38%"
"06.08.2013","26.500,0","26.500,0","26.840,0","26.500,0","109,54K","-3,50%"
"05.08.2013","27.460,0","27.160,0","27.460,0","27.100,0","32,39K","1,18%"
"02.08.2013","27.140,0","26.960,0","27.480,0","26.960,0","72,89K","0,82%"
"01.08.2013","26.920,0","26.900,0","26.980,0","26.900,0","22,76K","0,45%"
"31.07.2013","26.800,0","26.920,0","26.980,0","26.780,0","104,31K","-0,37%"
"30.07.2013","26.900,0","26.700,0","26.900,0","26.700,0","76,21K","0,37%"
"29.07.2013","26.800,0","26.700,0","26.820,0","26.700,0","7,27K","-0,37%"
"26.07.2013","26.900,0","26.880,0","26.900,0","26.700,0","101,25K","0,00%"
"25.07.2013","26.900,0","26.520,0","26.900,0","26.520,0","46,92K","1,05%"
"24.07.2013","26.620,0","26.800,0","26.900,0","26.600,0","56,44K","0,08%"
"23.07.2013","26.600,0","25.700,0","26.800,0","25.700,0","56,50K","3,50%"
"22.07.2013","25.700,0","26.000,0","26.120,0","25.700,0","28,72K","-1,53%"
"19.07.2013","26.100,0","26.500,0","26.540,0","26.100,0","93,46K","-1,51%"
"18.07.2013","26.500,0","26.000,0","26.500,0","25.940,0","110,15K","2,40%"
"17.07.2013","25.880,0","25.500,0","25.900,0","25.500,0","75,43K","1,49%"
"16.07.2013","25.500,0","25.300,0","25.600,0","25.000,0","593,50K","-0,39%"
"15.07.2013","25.600,0","25.200,0","25.600,0","25.200,0","665,38K","2,40%"
"12.07.2013","25.000,0","24.600,0","25.000,0","24.500,0","30,30K","0,89%"
"11.07.2013","24.780,0","24.900,0","25.000,0","24.780,0","233,95K","-0,80%"
"10.07.2013","24.980,0","25.400,0","25.400,0","24.800,0","81,68K","-1,73%"
"09.07.2013","25.420,0","25.600,0","25.620,0","25.420,0","19,02K","0,08%"
"08.07.2013","25.400,0","25.900,0","25.900,0","25.400,0","61,36K","-0,94%"
"05.07.2013","25.640,0","26.000,0","26.000,0","25.600,0","50,43K","0,31%"
"04.07.2013","25.560,0","25.600,0","25.600,0","25.560,0","31,79K","-0,16%"
"03.07.2013","25.600,0","25.700,0","25.700,0","25.500,0","148,17K","-1,16%"
"02.07.2013","25.900,0","26.000,0","26.100,0","25.880,0","110,65K","-1,89%"
"28.06.2013","26.400,0","25.980,0","26.400,0","25.940,0","160,61K","1,93%"
"27.06.2013","25.900,0","26.000,0","26.120,0","25.900,0","110,52K","1,09%"
"26.06.2013","25.620,0","25.600,0","26.040,0","25.600,0","242,27K","0,87%"
"25.06.2013","25.400,0","25.700,0","25.740,0","25.400,0","108,38K","-1,17%"
"24.06.2013","25.700,0","25.400,0","26.400,0","25.200,0","172,85K","-0,39%"
"21.06.2013","25.800,0","26.380,0","26.380,0","25.800,0","125,20K","-2,79%"
"20.06.2013","26.540,0","26.500,0","26.540,0","26.400,0","89,70K","-0,52%"
"19.06.2013","26.680,0","27.000,0","27.000,0","26.540,0","177,94K","-1,19%"
"18.06.2013","27.000,0","26.500,0","27.000,0","26.500,0","74,31K","2,27%"
"17.06.2013","26.400,0","26.500,0","26.860,0","26.400,0","192,66K","0,30%"
"14.06.2013","26.320,0","26.500,0","26.700,0","26.320,0","107,92K","-0,75%"
"13.06.2013","26.520,0","26.820,0","26.980,0","26.520,0","86,35K","-0,75%"
"12.06.2013","26.720,0","27.020,0","27.020,0","26.700,0","128,32K","-1,18%"
"11.06.2013","27.040,0","27.300,0","27.300,0","27.000,0","131,12K","-0,95%"
"07.06.2013","27.300,0","27.400,0","27.560,0","27.300,0","40,42K","-0,29%"
"06.06.2013","27.380,0","27.100,0","27.440,0","27.100,0","18,90K","0,96%"
"05.06.2013","27.120,0","27.460,0","27.500,0","27.100,0","58,01K","-1,02%"
"04.06.2013","27.400,0","27.500,0","27.540,0","27.280,0","223,34K","-0,36%"
"31.05.2013","27.500,0","28.040,0","28.040,0","27.240,0","1,30M","-1,93%"
"30.05.2013","28.040,0","28.240,0","28.240,0","28.040,0","149,37K","0,50%"
"29.05.2013","27.900,0","28.180,0","28.400,0","27.900,0","400,03K","-1,06%"
"28.05.2013","28.200,0","28.500,0","28.700,0","28.200,0","137,25K","-0,98%"
"27.05.2013","28.480,0","28.160,0","28.480,0","28.160,0","98,59K","1,14%"
"24.05.2013","28.160,0","28.200,0","28.200,0","28.020,0","59,50K","0,86%"
"23.05.2013","27.920,0","28.220,0","28.380,0","27.920,0","74,09K","-1,48%"
"22.05.2013","28.340,0","28.220,0","28.480,0","28.200,0","140,82K","0,43%"
"21.05.2013","28.220,0","28.220,0","28.300,0","28.200,0","93,19K","0,07%"
"20.05.2013","28.200,0","28.300,0","28.300,0","28.180,0","81,14K","-0,35%"
"17.05.2013","28.300,0","27.900,0","28.300,0","27.900,0","29,08K","1,43%"
"16.05.2013","27.900,0","28.340,0","28.360,0","27.900,0","357,88K","-1,76%"
"15.05.2013","28.400,0","28.800,0","28.900,0","28.100,0","124,19K","-0,35%"
"14.05.2013","28.500,0","28.320,0","28.600,0","28.140,0","49,61K","0,64%"
"10.05.2013","28.320,0","28.420,0","28.560,0","27.960,0","106,97K","-1,39%"
"09.05.2013","28.720,0","29.300,0","29.300,0","28.600,0","37,48K","-2,91%"
"08.05.2013","29.580,0","30.000,0","30.380,0","29.360,0","213,29K","-1,40%"
"07.05.2013","30.000,0","30.000,0","30.060,0","29.740,0","52,45K","0,13%"
"06.05.2013","29.960,0","29.900,0","29.980,0","29.580,0","93,41K","0,07%"
"03.05.2013","29.940,0","30.000,0","30.000,0","29.760,0","129,30K","-0,20%"
"02.05.2013","30.000,0","29.800,0","30.100,0","29.740,0","98,68K","0,00%"
"30.04.2013","30.000,0","29.900,0","30.000,0","29.500,0","155,10K","0,33%"
"29.04.2013","29.900,0","29.600,0","30.000,0","29.400,0","62,09K","0,34%"
"26.04.2013","29.800,0","29.660,0","30.000,0","29.660,0","87,37K","-0,27%"
"25.04.2013","29.880,0","29.640,0","29.880,0","29.500,0","62,91K","0,81%"
"24.04.2013","29.640,0","29.500,0","29.640,0","29.500,0","69,49K","0,14%"
"23.04.2013","29.600,0","29.680,0","29.680,0","29.400,0","82,30K","-0,27%"
"22.04.2013","29.680,0","29.500,0","29.700,0","29.500,0","96,61K","0,41%"
"19.04.2013","29.560,0","29.300,0","29.680,0","29.300,0","113,79K","0,75%"
"18.04.2013","29.340,0","29.000,0","29.340,0","29.000,0","125,34K","1,17%"
"17.04.2013","29.000,0","28.760,0","29.000,0","28.760,0","164,06K","1,33%"
"16.04.2013","28.620,0","28.680,0","28.680,0","28.620,0","18,30K","1,63%"
"15.04.2013","28.160,0","29.200,0","29.200,0","28.160,0","76,31K","-4,15%"
"12.04.2013","29.380,0","29.180,0","29.380,0","29.160,0","297,79K","0,62%"
"11.04.2013","29.200,0","28.600,0","29.320,0","28.600,0","382,00K","2,10%"
"10.04.2013","28.600,0","28.800,0","28.800,0","28.600,0","85,62K","0,00%"
"09.04.2013","28.600,0","28.200,0","28.600,0","28.200,0","225,32K","1,85%"
"08.04.2013","28.080,0","28.000,0","28.100,0","27.840,0","14,07K","0,07%"
"05.04.2013","28.060,0","28.200,0","28.200,0","28.060,0","40,34K","-0,99%"
"04.04.2013","28.340,0","28.200,0","28.480,0","28.100,0","50,22K","0,50%"
"03.04.2013","28.200,0","28.200,0","28.300,0","28.200,0","60,92K","-0,28%"
"02.04.2013","28.280,0","28.300,0","28.300,0","28.280,0","8,28K","-0,42%"
"01.04.2013","28.400,0","28.400,0","28.400,0","28.400,0","13,75K","-1,39%"
"27.03.2013","28.800,0","28.500,0","28.800,0","28.500,0","67,39K","0,77%"
"26.03.2013","28.580,0","28.000,0","28.580,0","28.000,0","32,90K","2,07%"
"22.03.2013","28.000,0","27.840,0","28.000,0","27.740,0","21,04K","0,57%"
"21.03.2013","27.840,0","28.000,0","28.100,0","27.840,0","43,60K","-1,63%"
"20.03.2013","28.300,0","28.200,0","28.300,0","28.120,0","44,04K","0,57%"
"19.03.2013","28.140,0","28.600,0","28.600,0","28.140,0","35,17K","-1,54%"
"18.03.2013","28.580,0","28.100,0","28.580,0","28.100,0","63,14K","0,28%"
"15.03.2013","28.500,0","28.220,0","28.500,0","27.900,0","249,90K","1,06%"
"14.03.2013","28.200,0","28.400,0","28.400,0","28.200,0","26,10K","-0,91%"
"13.03.2013","28.460,0","28.460,0","28.460,0","28.460,0","5,49K","-0,49%"
"12.03.2013","28.600,0","28.500,0","28.600,0","28.500,0","23,27K","0,35%"
"11.03.2013","28.500,0","28.300,0","28.520,0","28.300,0","140,09K","0,64%"
"08.03.2013","28.320,0","28.300,0","28.400,0","28.160,0","224,56K","-0,56%"
"07.03.2013","28.480,0","28.160,0","28.480,0","28.160,0","115,09K","0,78%"
"06.03.2013","28.260,0","28.000,0","28.260,0","27.800,0","97,16K","1,65%"
"05.03.2013","27.800,0","28.000,0","28.300,0","27.800,0","106,09K","-0,79%"
"04.03.2013","28.020,0","28.400,0","28.420,0","28.020,0","95,96K","-2,37%"
"01.03.2013","28.700,0","28.520,0","28.700,0","28.400,0","165,69K","-0,35%"
"28.02.2013","28.800,0","29.500,0","29.500,0","28.780,0","86,79K","-0,69%"
"27.02.2013","29.000,0","28.920,0","29.000,0","28.900,0","104,60K","0,28%"
"26.02.2013","28.920,0","29.100,0","29.100,0","28.740,0","115,01K","-0,62%"
"25.02.2013","29.100,0","29.460,0","29.680,0","29.100,0","165,13K","-0,68%"
"22.02.2013","29.300,0","29.080,0","29.300,0","29.080,0","151,57K","1,03%"
"21.02.2013","29.000,0","29.200,0","29.200,0","29.000,0","253,58K","-1,36%"
"20.02.2013","29.400,0","29.300,0","29.400,0","29.000,0","173,78K","0,34%"
"19.02.2013","29.300,0","29.280,0","29.400,0","29.040,0","272,49K","0,07%"
"18.02.2013","29.280,0","29.960,0","29.960,0","29.280,0","39,07K","-2,27%"
"15.02.2013","29.960,0","29.700,0","29.960,0","29.700,0","56,46K","0,00%"
"14.02.2013","29.960,0","29.560,0","29.960,0","29.520,0","63,75K","0,81%"
"13.02.2013","29.720,0","29.360,0","29.740,0","29.340,0","78,41K","1,16%"
"12.02.2013","29.380,0","29.400,0","29.520,0","29.080,0","222,83K","0,27%"
"11.02.2013","29.300,0","29.500,0","29.520,0","28.900,0","275,66K","-3,04%"
"08.02.2013","30.220,0","30.440,0","30.440,0","30.220,0","44,79K","-0,85%"
"07.02.2013","30.480,0","30.340,0","30.600,0","30.340,0","19,11K","-0,33%"
"06.02.2013","30.580,0","30.300,0","30.580,0","30.300,0","79,12K","-0,39%"
"05.02.2013","30.700,0","30.320,0","30.700,0","30.320,0","164,21K","1,32%"
"04.02.2013","30.300,0","30.500,0","30.600,0","30.300,0","54,00K","-1,24%"
"01.02.2013","30.680,0","30.300,0","30.680,0","30.300,0","104,63K","0,66%"
"31.01.2013","30.480,0","30.400,0","30.480,0","30.260,0","97,48K","-0,07%"
"30.01.2013","30.500,0","30.400,0","30.500,0","30.400,0","182,28K","-0,20%"
"29.01.2013","30.560,0","30.400,0","30.560,0","30.380,0","82,32K","-0,13%"
"28.01.2013","30.600,0","30.400,0","30.600,0","30.340,0","131,67K","-0,20%"
"25.01.2013","30.660,0","30.400,0","30.660,0","30.300,0","49,78K","0,00%"
"24.01.2013","30.660,0","30.440,0","30.660,0","30.400,0","73,71K","-0,07%"
"23.01.2013","30.680,0","30.500,0","30.680,0","30.400,0","55,32K","0,59%"
"22.01.2013","30.500,0","30.400,0","30.500,0","30.320,0","80,30K","0,00%"
"21.01.2013","30.500,0","30.320,0","30.500,0","30.320,0","8,89K","0,00%"
"18.01.2013","30.500,0","30.400,0","30.500,0","30.300,0","42,18K","0,00%"
"17.01.2013","30.500,0","30.320,0","30.500,0","30.300,0","80,04K","0,07%"
"16.01.2013","30.480,0","30.200,0","30.480,0","30.140,0","482,93K","0,59%"
"15.01.2013","30.300,0","30.200,0","30.300,0","30.100,0","144,34K","0,33%"
"14.01.2013","30.200,0","30.000,0","30.200,0","29.800,0","71,57K","0,47%"
"11.01.2013","30.060,0","29.800,0","30.060,0","29.800,0","189,48K","0,20%"
"10.01.2013","30.000,0","29.980,0","30.000,0","29.960,0","428,58K","0,00%"
"09.01.2013","30.000,0","29.700,0","30.000,0","29.520,0","225,67K","0,67%"
"08.01.2013","29.800,0","30.000,0","30.000,0","29.700,0","63,76K","-0,53%"
"04.01.2013","29.960,0","29.800,0","29.980,0","29.560,0","75,37K","0,94%"
"03.01.2013","29.680,0","29.480,0","29.700,0","29.480,0","35,53K","0,95%"
"02.01.2013","29.400,0","29.980,0","29.980,0","28.560,0","29,76K","-2,00%"
"28.12.2012","30.000,0","28.940,0","30.000,0","28.940,0","109,41K","1,69%"
"27.12.2012","29.500,0","29.200,0","29.500,0","29.200,0","42,20K","0,41%"
"26.12.2012","29.380,0","28.960,0","29.380,0","28.960,0","4,96K","0,27%"
"24.12.2012","29.300,0","29.300,0","29.300,0","29.300,0","12,63K","0,00%"
"21.12.2012","29.300,0","29.120,0","29.420,0","28.980,0","92,79K","-0,61%"
"20.12.2012","29.480,0","29.300,0","29.480,0","29.200,0","48,55K","-0,07%"
"19.12.2012","29.500,0","29.200,0","29.500,0","29.140,0","115,44K","1,58%"
"18.12.2012","29.040,0","29.200,0","29.340,0","29.040,0","130,62K","-0,95%"
"17.12.2012","29.320,0","29.020,0","29.480,0","29.020,0","145,03K","-0,54%"
"14.12.2012","29.480,0","29.000,0","29.480,0","28.920,0","256,62K","0,96%"
"13.12.2012","29.200,0","28.820,0","29.200,0","28.820,0","139,83K","0,00%"
"12.12.2012","29.200,0","29.080,0","29.260,0","29.080,0","142,75K","0,14%"
"11.12.2012","29.160,0","28.760,0","29.180,0","28.760,0","194,84K","0,00%"
"10.12.2012","29.160,0","28.860,0","29.160,0","28.860,0","104,58K","0,00%"
"07.12.2012","29.160,0","29.000,0","29.160,0","28.700,0","110,04K","0,55%"
"06.12.2012","29.000,0","29.100,0","29.200,0","29.000,0","63,06K","-0,68%"
"05.12.2012","29.200,0","29.000,0","29.200,0","29.000,0","208,03K","0,69%"
"04.12.2012","29.000,0","28.140,0","29.000,0","28.140,0","124,16K","2,26%"
"03.12.2012","28.360,0","27.720,0","28.360,0","27.720,0","94,21K","2,31%"
"30.11.2012","27.720,0","28.260,0","28.300,0","27.720,0","102,05K","-1,98%"
"29.11.2012","28.280,0","28.000,0","28.280,0","28.000,0","26,90K","0,14%"
"28.11.2012","28.240,0","27.980,0","28.240,0","27.780,0","65,70K","0,86%"
"27.11.2012","28.000,0","28.180,0","28.180,0","27.780,0","68,29K","-0,64%"
"26.11.2012","28.180,0","27.960,0","28.200,0","27.960,0","34,55K","0,71%"
"23.11.2012","27.980,0","27.940,0","27.980,0","27.900,0","65,65K","-0,07%"
"22.11.2012","28.000,0","27.600,0","28.000,0","27.600,0","17,11K","1,23%"
"21.11.2012","27.660,0","27.760,0","27.780,0","27.660,0","39,58K","-0,65%"
"20.11.2012","27.840,0","27.900,0","27.980,0","27.840,0","121,19K","-0,36%"
"19.11.2012","27.940,0","27.760,0","28.000,0","27.760,0","36,64K","0,72%"
"16.11.2012","27.740,0","27.720,0","27.760,0","27.720,0","417,78K","-0,79%"
"15.11.2012","27.960,0","27.800,0","27.960,0","27.620,0","128,50K","0,58%"
"14.11.2012","27.800,0","27.720,0","27.800,0","27.500,0","175,68K","0,29%"
"13.11.2012","27.720,0","27.660,0","27.800,0","27.500,0","148,38K","-2,05%"
"09.11.2012","28.300,0","27.240,0","28.300,0","27.220,0","185,65K","2,54%"
"08.11.2012","27.600,0","27.120,0","27.600,0","27.120,0","55,51K","0,22%"
"07.11.2012","27.540,0","27.600,0","27.600,0","26.200,0","148,66K","-0,29%"
"06.11.2012","27.620,0","27.580,0","28.000,0","27.580,0","73,31K","-1,36%"
"02.11.2012","28.000,0","27.900,0","28.000,0","27.900,0","16,55K","-0,36%"
"01.11.2012","28.100,0","28.760,0","28.800,0","27.900,0","214,60K","-1,95%"
"31.10.2012","28.660,0","28.200,0","28.660,0","28.040,0","206,70K","1,63%"
"30.10.2012","28.200,0","28.100,0","28.200,0","28.100,0","24,76K","-0,42%"
"29.10.2012","28.320,0","27.840,0","28.320,0","27.800,0","41,66K","0,21%"
"26.10.2012","28.260,0","28.120,0","28.360,0","28.000,0","234,23K","-0,35%"
"25.10.2012","28.360,0","27.800,0","28.360,0","27.800,0","244,20K","2,98%"
"24.10.2012","27.540,0","27.700,0","27.800,0","27.540,0","88,97K","-0,22%"
"23.10.2012","27.600,0","27.620,0","27.660,0","27.400,0","127,38K","-0,65%"
"22.10.2012","27.780,0","27.680,0","27.840,0","27.680,0","184,67K","1,02%"
"19.10.2012","27.500,0","27.720,0","27.720,0","27.400,0","120,66K","-1,01%"
"18.10.2012","27.780,0","27.200,0","27.780,0","27.200,0","135,46K","2,13%"
"17.10.2012","27.200,0","26.760,0","27.200,0","26.760,0","93,00K","1,72%"
"16.10.2012","26.740,0","26.820,0","26.880,0","26.740,0","921,14K","-0,30%"
"12.10.2012","26.820,0","26.720,0","26.820,0","26.700,0","79,57K","0,37%"
"11.10.2012","26.720,0","26.600,0","26.720,0","26.500,0","52,90K","0,98%"
"10.10.2012","26.460,0","26.480,0","26.600,0","26.460,0","66,12K","0,23%"
"09.10.2012","26.400,0","26.440,0","26.600,0","26.360,0","130,53K","-0,98%"
"08.10.2012","26.660,0","26.200,0","26.660,0","26.200,0","33,00K","0,23%"
"05.10.2012","26.600,0","26.460,0","26.640,0","26.460,0","156,91K","0,38%"
"04.10.2012","26.500,0","26.480,0","26.500,0","26.320,0","55,29K","0,53%"
"03.10.2012","26.360,0","26.340,0","26.480,0","26.340,0","26,83K","-1,42%"
"02.10.2012","26.740,0","26.480,0","26.740,0","26.260,0","106,17K","1,67%"
"01.10.2012","26.300,0","26.880,0","26.900,0","26.240,0","23,16K","-0,38%"
"28.09.2012","26.400,0","26.220,0","26.580,0","26.200,0","386,08K","-1,20%"
"27.09.2012","26.720,0","26.100,0","26.720,0","26.100,0","105,82K","2,69%"
"26.09.2012","26.020,0","26.240,0","26.240,0","26.020,0","91,98K","-1,74%"
"25.09.2012","26.480,0","26.700,0","26.700,0","26.400,0","102,00K","-0,45%"
"24.09.2012","26.600,0","26.560,0","26.680,0","26.480,0","103,51K","0,15%"
"21.09.2012","26.560,0","26.600,0","26.660,0","26.560,0","48,31K","-0,90%"
"20.09.2012","26.800,0","26.800,0","26.800,0","26.420,0","77,91K","0,53%"
"19.09.2012","26.660,0","26.580,0","26.660,0","26.160,0","223,24K","0,23%"
"18.09.2012","26.600,0","26.580,0","26.600,0","26.580,0","12,91K","-0,82%"
"17.09.2012","26.820,0","26.800,0","26.820,0","26.780,0","61,36K","-0,30%"
"14.09.2012","26.900,0","26.520,0","26.920,0","26.520,0","232,31K","1,43%"
"13.09.2012","26.520,0","26.200,0","26.600,0","26.200,0","160,26K","1,22%"
"12.09.2012","26.200,0","25.940,0","26.260,0","25.940,0","71,91K","0,61%"
"11.09.2012","26.040,0","25.860,0","26.040,0","25.860,0","40,61K","0,46%"
"10.09.2012","25.920,0","25.840,0","25.920,0","25.800,0","53,31K","0,39%"
"07.09.2012","25.820,0","25.840,0","25.900,0","25.820,0","97,62K","0,23%"
"06.09.2012","25.760,0","25.500,0","25.900,0","25.500,0","171,33K","1,02%"
"05.09.2012","25.500,0","25.440,0","25.500,0","25.380,0","137,50K","-0,16%"
"04.09.2012","25.540,0","25.600,0","25.620,0","25.520,0","54,87K","-0,62%"
"03.09.2012","25.700,0","25.700,0","25.700,0","25.700,0","2,37K","-0,39%"
"31.08.2012","25.800,0","25.700,0","26.000,0","25.660,0","211,76K","1,57%"
"30.08.2012","25.400,0","25.620,0","25.720,0","25.400,0","38,66K","-1,55%"
"29.08.2012","25.800,0","26.000,0","26.500,0","25.800,0","31,17K","-0,69%"
"28.08.2012","25.980,0","25.900,0","25.980,0","25.600,0","29,70K","0,93%"
"27.08.2012","25.740,0","25.900,0","25.900,0","25.660,0","48,25K","-0,62%"
"24.08.2012","25.900,0","25.900,0","26.140,0","25.900,0","149,12K","0,00%"
"23.08.2012","25.900,0","25.680,0","25.900,0","25.680,0","47,40K","0,86%"
"22.08.2012","25.680,0","25.480,0","25.680,0","25.360,0","27,48K","1,66%"
"21.08.2012","25.260,0","25.520,0","25.600,0","25.260,0","169,52K","-0,94%"
"17.08.2012","25.500,0","25.840,0","25.840,0","25.500,0","13,80K","-1,47%"
"16.08.2012","25.880,0","26.000,0","26.000,0","25.800,0","30,63K","-0,46%"
"15.08.2012","26.000,0","25.480,0","26.000,0","25.480,0","115,04K","2,04%"
"14.08.2012","25.480,0","25.500,0","25.500,0","25.320,0","45,73K","0,39%"
"13.08.2012","25.380,0","25.400,0","25.400,0","25.200,0","26,22K","-0,31%"
"10.08.2012","25.460,0","25.320,0","25.500,0","25.320,0","207,43K","0,79%"
"09.08.2012","25.260,0","24.580,0","25.260,0","24.580,0","387,49K","3,52%"
"08.08.2012","24.400,0","24.300,0","24.500,0","23.700,0","540,44K","-2,32%"
"06.08.2012","24.980,0","25.300,0","25.340,0","24.840,0","53,75K","0,08%"
"03.08.2012","24.960,0","26.700,0","26.700,0","24.960,0","156,71K","-4,66%"
