"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"06.12.2022","40.160,0","40.790,0","40.790,0","38.900,0","140,45K","0,40%"
"05.12.2022","40.000,0","38.280,0","40.010,0","38.280,0","58,67K","0,00%"
"02.12.2022","40.000,0","38.400,0","40.000,0","38.200,0","155,23K","4,17%"
"01.12.2022","38.400,0","38.640,0","40.000,0","38.400,0","345,91K","-4,00%"
"30.11.2022","40.000,0","40.700,0","41.230,0","39.360,0","1,71M","-1,72%"
"29.11.2022","40.700,0","40.880,0","41.400,0","40.510,0","199,42K","-0,44%"
"28.11.2022","40.880,0","41.010,0","41.070,0","40.500,0","188,00K","-2,43%"
"25.11.2022","41.900,0","41.200,0","41.900,0","40.600,0","205,47K","1,21%"
"24.11.2022","41.400,0","41.650,0","41.700,0","41.020,0","13,95K","-0,48%"
"23.11.2022","41.600,0","41.690,0","41.690,0","40.930,0","148,58K","-0,24%"
"22.11.2022","41.700,0","41.200,0","41.700,0","40.050,0","66,30K","1,21%"
"21.11.2022","41.200,0","41.490,0","41.780,0","40.600,0","211,71K","-0,72%"
"18.11.2022","41.500,0","40.520,0","41.500,0","40.510,0","140,96K","-0,72%"
"17.11.2022","41.800,0","39.200,0","41.800,0","39.200,0","240,64K","1,41%"
"16.11.2022","41.220,0","41.000,0","41.490,0","41.000,0","123,18K","0,54%"
"15.11.2022","41.000,0","39.990,0","41.400,0","39.400,0","243,52K","1,23%"
"11.11.2022","40.500,0","37.650,0","40.500,0","37.200,0","81,81K","2,02%"
"10.11.2022","39.700,0","36.500,0","39.700,0","36.500,0","40,02K","1,79%"
"09.11.2022","39.000,0","37.000,0","39.000,0","36.950,0","164,05K","4,00%"
"08.11.2022","37.500,0","36.840,0","37.500,0","36.430,0","108,63K","1,79%"
"04.11.2022","36.840,0","35.870,0","36.900,0","35.560,0","108,19K","2,33%"
"03.11.2022","36.000,0","35.810,0","36.570,0","35.810,0","95,44K","-3,72%"
"02.11.2022","37.390,0","35.980,0","37.480,0","35.800,0","90,16K","4,15%"
"01.11.2022","35.900,0","35.500,0","35.900,0","35.100,0","49,95K","1,13%"
"31.10.2022","35.500,0","34.600,0","35.500,0","34.600,0","170,27K","1,72%"
"28.10.2022","34.900,0","35.100,0","35.200,0","34.260,0","42,93K","0,32%"
"27.10.2022","34.790,0","34.010,0","34.790,0","33.900,0","102,53K","2,29%"
"26.10.2022","34.010,0","33.700,0","34.500,0","33.700,0","123,12K","-1,42%"
"25.10.2022","34.500,0","33.900,0","34.500,0","32.900,0","133,65K","5,25%"
"24.10.2022","32.780,0","35.180,0","35.370,0","32.780,0","73,78K","-6,56%"
"21.10.2022","35.080,0","34.300,0","35.080,0","34.200,0","61,94K","1,83%"
"20.10.2022","34.450,0","34.460,0","35.000,0","34.000,0","63,49K","-0,03%"
"19.10.2022","34.460,0","34.050,0","35.040,0","34.050,0","125,93K","-2,93%"
"18.10.2022","35.500,0","34.600,0","35.500,0","34.130,0","73,41K","4,41%"
"14.10.2022","34.000,0","34.470,0","34.560,0","34.000,0","100,41K","0,83%"
"13.10.2022","33.720,0","34.500,0","34.500,0","33.720,0","75,00K","-1,40%"
"12.10.2022","34.200,0","33.520,0","34.350,0","33.520,0","53,77K","0,00%"
"11.10.2022","34.200,0","34.350,0","34.420,0","34.200,0","15,27K","-0,23%"
"10.10.2022","34.280,0","35.480,0","35.480,0","34.280,0","48,60K","-3,44%"
"07.10.2022","35.500,0","34.690,0","35.500,0","34.000,0","66,67K","1,75%"
"06.10.2022","34.890,0","34.740,0","35.000,0","34.210,0","45,65K","0,95%"
"05.10.2022","34.560,0","33.200,0","34.560,0","33.200,0","42,91K","0,20%"
"04.10.2022","34.490,0","33.940,0","34.890,0","33.590,0","25,20K","5,54%"
"03.10.2022","32.680,0","31.510,0","32.740,0","31.510,0","82,12K","5,08%"
"30.09.2022","31.100,0","32.000,0","32.250,0","31.100,0","160,88K","-2,45%"
"29.09.2022","31.880,0","30.770,0","32.240,0","29.000,0","72,72K","0,35%"
"28.09.2022","31.770,0","32.200,0","32.240,0","31.100,0","80,70K","-1,46%"
"27.09.2022","32.240,0","33.750,0","33.750,0","31.500,0","59,25K","4,10%"
"26.09.2022","30.970,0","33.100,0","33.100,0","30.970,0","53,20K","-6,46%"
"23.09.2022","33.110,0","34.900,0","34.900,0","33.110,0","37,12K","-5,24%"
"22.09.2022","34.940,0","34.400,0","34.940,0","34.300,0","243,47K","2,16%"
"21.09.2022","34.200,0","36.000,0","36.000,0","33.900,0","468,03K","3,32%"
"20.09.2022","33.100,0","34.200,0","34.200,0","33.100,0","111,59K","-0,42%"
"19.09.2022","33.240,0","33.900,0","34.200,0","33.240,0","98,50K","-1,95%"
"16.09.2022","33.900,0","32.960,0","33.900,0","32.960,0","437,65K","1,92%"
"15.09.2022","33.260,0","33.400,0","33.500,0","33.210,0","35,12K","0,15%"
"14.09.2022","33.210,0","35.000,0","35.000,0","33.210,0","121,52K","-2,29%"
"13.09.2022","33.990,0","34.010,0","34.650,0","33.990,0","153,09K","0,77%"
"12.09.2022","33.730,0","33.800,0","34.290,0","33.630,0","110,97K","0,66%"
"09.09.2022","33.510,0","33.290,0","33.950,0","33.290,0","80,40K","2,07%"
"07.09.2022","32.830,0","33.800,0","33.800,0","32.800,0","78,75K","-3,44%"
"06.09.2022","34.000,0","34.100,0","34.370,0","33.200,0","86,70K","-1,16%"
"05.09.2022","34.400,0","34.600,0","34.780,0","34.250,0","10,32K","0,58%"
"02.09.2022","34.200,0","34.500,0","34.900,0","34.100,0","91,20K","0,88%"
"01.09.2022","33.900,0","34.500,0","34.500,0","33.900,0","196,78K","-0,88%"
"31.08.2022","34.200,0","35.750,0","35.760,0","34.200,0","1,18M","-7,52%"
"30.08.2022","36.980,0","37.000,0","37.000,0","35.550,0","176,96K","-0,19%"
"29.08.2022","37.050,0","36.890,0","37.550,0","36.710,0","168,80K","-2,37%"
"26.08.2022","37.950,0","37.800,0","37.950,0","37.030,0","128,76K","0,40%"
"25.08.2022","37.800,0","36.450,0","37.970,0","34.000,0","141,41K","3,56%"
"24.08.2022","36.500,0","37.390,0","37.390,0","35.560,0","87,51K","0,00%"
"23.08.2022","36.500,0","37.200,0","37.290,0","36.120,0","196,55K","-0,87%"
"22.08.2022","36.820,0","37.990,0","37.990,0","36.430,0","63,46K","-3,11%"
"19.08.2022","38.000,0","38.500,0","38.500,0","38.000,0","90,63K","-2,44%"
"18.08.2022","38.950,0","39.000,0","39.000,0","38.500,0","79,01K","-0,13%"
"17.08.2022","39.000,0","39.490,0","39.490,0","38.540,0","61,33K","-1,52%"
"16.08.2022","39.600,0","39.450,0","40.380,0","39.450,0","414,06K","-0,75%"
"12.08.2022","39.900,0","38.090,0","39.900,0","38.090,0","154,25K","4,75%"
"11.08.2022","38.090,0","37.800,0","38.090,0","37.600,0","152,71K","1,03%"
"10.08.2022","37.700,0","37.500,0","38.300,0","37.140,0","153,35K","0,53%"
"09.08.2022","37.500,0","37.980,0","39.630,0","37.220,0","150,90K","-1,26%"
"08.08.2022","37.980,0","36.650,0","37.980,0","36.650,0","127,27K","2,65%"
"05.08.2022","37.000,0","36.380,0","37.000,0","35.830,0","54,19K","0,82%"
"04.08.2022","36.700,0","35.400,0","36.700,0","35.000,0","406,96K","5,22%"
"03.08.2022","34.880,0","34.800,0","35.690,0","34.550,0","176,17K","0,26%"
"02.08.2022","34.790,0","34.990,0","35.200,0","34.500,0","232,11K","0,00%"
"01.08.2022","34.790,0","35.030,0","35.030,0","34.420,0","137,31K","-3,33%"
"29.07.2022","35.990,0","37.660,0","37.660,0","35.990,0","161,31K","-5,29%"
"28.07.2022","38.000,0","35.780,0","38.000,0","35.750,0","76,24K","5,88%"
"27.07.2022","35.890,0","35.900,0","35.900,0","35.500,0","34,86K","0,59%"
"26.07.2022","35.680,0","35.250,0","35.680,0","34.600,0","27,36K","3,36%"
"25.07.2022","34.520,0","35.000,0","35.350,0","34.520,0","35,37K","-2,29%"
"22.07.2022","35.330,0","35.500,0","35.500,0","35.000,0","313,39K","0,94%"
"21.07.2022","35.000,0","34.620,0","35.000,0","34.280,0","135,31K","0,00%"
"19.07.2022","35.000,0","34.100,0","35.000,0","34.000,0","140,71K","1,45%"
"18.07.2022","34.500,0","32.000,0","34.600,0","32.000,0","87,67K","3,36%"
"15.07.2022","33.380,0","33.030,0","33.380,0","31.910,0","112,73K","1,15%"
"14.07.2022","33.000,0","33.680,0","33.680,0","31.600,0","189,36K","-1,87%"
"13.07.2022","33.630,0","35.000,0","35.100,0","33.630,0","53,80K","-4,73%"
"12.07.2022","35.300,0","35.270,0","35.700,0","34.640,0","157,86K","0,89%"
"11.07.2022","34.990,0","35.000,0","35.500,0","34.600,0","127,83K","-1,41%"
"08.07.2022","35.490,0","35.500,0","35.680,0","34.610,0","41,24K","0,60%"
"07.07.2022","35.280,0","35.110,0","35.330,0","34.510,0","84,95K","0,80%"
"06.07.2022","35.000,0","35.000,0","35.710,0","34.500,0","401,93K","0,00%"
"05.07.2022","35.000,0","34.300,0","35.330,0","34.000,0","503,84K","2,64%"
"01.07.2022","34.100,0","34.650,0","34.650,0","33.740,0","742,29K","1,67%"
"30.06.2022","33.540,0","35.690,0","35.690,0","33.540,0","679,07K","-4,31%"
"29.06.2022","35.050,0","36.400,0","36.400,0","34.990,0","934,79K","-3,71%"
"28.06.2022","36.400,0","37.000,0","37.480,0","36.320,0","192,87K","-1,62%"
"24.06.2022","37.000,0","37.400,0","37.690,0","37.000,0","358,51K","0,00%"
"23.06.2022","37.000,0","37.700,0","37.940,0","36.900,0","189,28K","-2,12%"
"22.06.2022","37.800,0","39.500,0","39.500,0","37.800,0","179,82K","-1,82%"
"21.06.2022","38.500,0","39.000,0","39.000,0","36.780,0","97,57K","-2,78%"
"17.06.2022","39.600,0","40.000,0","40.900,0","39.600,0","1,06M","-2,22%"
"16.06.2022","40.500,0","40.890,0","41.130,0","40.080,0","99,77K","-1,03%"
"15.06.2022","40.920,0","41.900,0","42.400,0","40.920,0","146,85K","-2,34%"
"14.06.2022","41.900,0","41.250,0","41.900,0","40.000,0","144,38K","4,23%"
"13.06.2022","40.200,0","41.800,0","43.170,0","40.200,0","102,91K","-7,59%"
"10.06.2022","43.500,0","42.430,0","43.500,0","42.310,0","193,30K","1,99%"
"09.06.2022","42.650,0","42.200,0","42.730,0","42.190,0","110,67K","0,88%"
"08.06.2022","42.280,0","42.790,0","42.790,0","41.910,0","140,68K","-1,21%"
"07.06.2022","42.800,0","44.000,0","44.000,0","42.800,0","126,82K","-2,73%"
"06.06.2022","44.000,0","43.480,0","44.000,0","43.200,0","170,32K","2,11%"
"03.06.2022","43.090,0","44.000,0","44.000,0","43.090,0","63,44K","-1,69%"
"02.06.2022","43.830,0","44.360,0","44.400,0","43.640,0","113,91K","0,67%"
"01.06.2022","43.540,0","45.290,0","45.600,0","43.540,0","312,72K","-3,93%"
"31.05.2022","45.320,0","43.950,0","45.700,0","43.950,0","3,87M","3,12%"
"27.05.2022","43.950,0","41.110,0","44.000,0","41.110,0","337,87K","4,67%"
"26.05.2022","41.990,0","41.440,0","42.420,0","41.440,0","224,72K","1,94%"
"25.05.2022","41.190,0","40.970,0","42.190,0","40.970,0","237,53K","0,66%"
"24.05.2022","40.920,0","39.470,0","40.920,0","39.140,0","277,27K","3,81%"
"23.05.2022","39.420,0","39.190,0","39.420,0","38.700,0","264,74K","2,39%"
"20.05.2022","38.500,0","36.290,0","38.500,0","36.000,0","604,12K","10,00%"
"19.05.2022","35.000,0","37.320,0","37.330,0","35.000,0","664,24K","-6,17%"
"18.05.2022","37.300,0","38.630,0","38.630,0","37.270,0","331,87K","-3,44%"
"17.05.2022","38.630,0","38.330,0","39.180,0","38.330,0","186,28K","0,78%"
"16.05.2022","38.330,0","39.590,0","39.840,0","38.330,0","324,33K","-2,12%"
"13.05.2022","39.160,0","39.730,0","39.960,0","39.010,0","455,83K","0,33%"
"12.05.2022","39.030,0","39.600,0","39.740,0","39.000,0","1,23M","-0,18%"
"11.05.2022","39.100,0","39.500,0","40.100,0","39.100,0","339,28K","-1,01%"
"10.05.2022","39.500,0","39.010,0","40.090,0","39.010,0","344,69K","0,89%"
"09.05.2022","39.150,0","40.900,0","40.900,0","39.110,0","77,52K","-1,63%"
"06.05.2022","39.800,0","41.340,0","41.500,0","39.800,0","187,46K","-3,73%"
"05.05.2022","41.340,0","41.810,0","42.100,0","41.340,0","142,20K","-1,81%"
"04.05.2022","42.100,0","41.160,0","42.420,0","41.000,0","119,43K","2,31%"
"02.05.2022","41.150,0","42.480,0","42.480,0","40.500,0","132,29K","6,00%"
"29.04.2022","38.820,0","42.490,0","42.560,0","38.820,0","74,98K","-7,57%"
"28.04.2022","42.000,0","42.780,0","43.400,0","41.490,0","89,15K","0,24%"
"27.04.2022","41.900,0","41.420,0","42.400,0","41.300,0","83,58K","2,44%"
"26.04.2022","40.900,0","41.170,0","42.220,0","40.900,0","361,11K","-0,24%"
"25.04.2022","41.000,0","42.550,0","42.550,0","41.000,0","322,53K","-5,31%"
"22.04.2022","43.300,0","44.000,0","44.500,0","43.000,0","358,64K","0,70%"
"21.04.2022","43.000,0","43.400,0","44.320,0","43.000,0","183,63K","-3,37%"
"20.04.2022","44.500,0","43.360,0","44.500,0","42.950,0","222,83K","3,49%"
"19.04.2022","43.000,0","43.690,0","43.690,0","42.700,0","231,19K","-0,58%"
"18.04.2022","43.250,0","43.700,0","43.800,0","43.250,0","75,38K","-1,03%"
"13.04.2022","43.700,0","43.590,0","43.700,0","42.820,0","207,92K","2,13%"
"12.04.2022","42.790,0","43.800,0","44.000,0","42.790,0","192,36K","-2,31%"
"11.04.2022","43.800,0","42.550,0","43.800,0","42.550,0","63,57K","2,94%"
"08.04.2022","42.550,0","43.800,0","43.800,0","42.550,0","264,28K","-2,85%"
"07.04.2022","43.800,0","43.700,0","43.800,0","42.510,0","242,78K","0,97%"
"06.04.2022","43.380,0","43.800,0","43.800,0","42.740,0","219,76K","-0,96%"
"05.04.2022","43.800,0","43.420,0","44.000,0","42.540,0","26,10K","0,92%"
"04.04.2022","43.400,0","43.300,0","43.600,0","43.300,0","54,84K","-0,48%"
"01.04.2022","43.610,0","42.480,0","43.680,0","42.480,0","213,17K","0,53%"
"31.03.2022","43.380,0","42.070,0","43.380,0","42.000,0","161,60K","3,78%"
"30.03.2022","41.800,0","42.360,0","42.360,0","41.600,0","135,93K","-1,32%"
"29.03.2022","42.360,0","42.000,0","42.370,0","42.000,0","97,57K","0,14%"
"28.03.2022","42.300,0","41.000,0","42.300,0","41.000,0","95,47K","0,14%"
"25.03.2022","42.240,0","41.920,0","42.350,0","41.800,0","289,98K","0,81%"
"24.03.2022","41.900,0","41.990,0","41.990,0","41.530,0","186,12K","0,96%"
"23.03.2022","41.500,0","40.380,0","41.500,0","40.380,0","409,72K","3,23%"
"22.03.2022","40.200,0","39.700,0","40.350,0","39.700,0","398,53K","1,34%"
"18.03.2022","39.670,0","38.250,0","39.700,0","38.250,0","1,17M","1,46%"
"17.03.2022","39.100,0","38.970,0","39.350,0","38.910,0","170,80K","0,64%"
"16.03.2022","38.850,0","38.110,0","38.850,0","38.100,0","166,89K","1,70%"
"15.03.2022","38.200,0","38.620,0","38.750,0","38.200,0","84,67K","-0,29%"
"14.03.2022","38.310,0","38.360,0","39.180,0","38.250,0","156,75K","-2,22%"
"11.03.2022","39.180,0","39.510,0","39.510,0","38.850,0","111,43K","-0,31%"
"10.03.2022","39.300,0","39.080,0","39.400,0","38.620,0","199,16K","0,56%"
"09.03.2022","39.080,0","39.000,0","39.700,0","38.940,0","139,84K","0,21%"
"08.03.2022","39.000,0","39.500,0","39.950,0","39.000,0","66,71K","-1,52%"
"07.03.2022","39.600,0","40.000,0","40.000,0","39.480,0","120,24K","-1,00%"
"04.03.2022","40.000,0","40.200,0","40.200,0","39.460,0","191,93K","0,03%"
"03.03.2022","39.990,0","40.000,0","40.340,0","39.570,0","312,98K","0,35%"
"02.03.2022","39.850,0","39.940,0","40.500,0","39.530,0","99,60K","-0,10%"
"01.03.2022","39.890,0","39.040,0","39.950,0","39.040,0","326,17K","2,18%"
"28.02.2022","39.040,0","39.500,0","40.300,0","39.040,0","386,00K","-0,51%"
"25.02.2022","39.240,0","38.990,0","39.470,0","38.600,0","454,29K","0,64%"
"24.02.2022","38.990,0","38.300,0","38.990,0","37.100,0","309,99K","1,09%"
"23.02.2022","38.570,0","38.000,0","38.680,0","37.860,0","586,07K","4,53%"
"22.02.2022","36.900,0","37.760,0","37.760,0","36.900,0","89,90K","-1,05%"
"21.02.2022","37.290,0","37.060,0","37.680,0","36.890,0","33,00K","0,62%"
"18.02.2022","37.060,0","37.900,0","37.990,0","36.600,0","129,82K","-2,27%"
"17.02.2022","37.920,0","37.400,0","37.920,0","37.270,0","125,90K","-0,52%"
"16.02.2022","38.120,0","37.940,0","38.700,0","37.900,0","258,56K","0,34%"
"15.02.2022","37.990,0","36.700,0","37.990,0","36.010,0","203,62K","1,31%"
"14.02.2022","37.500,0","36.010,0","37.690,0","36.010,0","273,69K","2,18%"
"11.02.2022","36.700,0","36.700,0","36.880,0","36.250,0","382,61K","0,88%"
"10.02.2022","36.380,0","37.970,0","38.050,0","36.330,0","324,36K","-4,19%"
"09.02.2022","37.970,0","37.840,0","38.250,0","37.500,0","82,71K","0,37%"
"08.02.2022","37.830,0","38.910,0","39.110,0","37.780,0","89,72K","-2,75%"
"07.02.2022","38.900,0","39.260,0","40.000,0","38.900,0","105,20K","-0,23%"
"04.02.2022","38.990,0","39.000,0","39.220,0","38.850,0","145,50K","-0,03%"
"03.02.2022","39.000,0","38.750,0","39.100,0","36.340,0","133,89K","-0,51%"
"02.02.2022","39.200,0","39.020,0","39.470,0","38.900,0","373,65K","0,49%"
"01.02.2022","39.010,0","40.190,0","40.190,0","38.800,0","163,99K","-1,24%"
"31.01.2022","39.500,0","40.500,0","40.630,0","39.500,0","145,05K","-0,28%"
"28.01.2022","39.610,0","39.630,0","40.200,0","39.020,0","163,92K","1,30%"
"27.01.2022","39.100,0","39.500,0","39.500,0","38.900,0","75,39K","0,26%"
"26.01.2022","39.000,0","39.990,0","40.490,0","39.000,0","72,98K","-2,01%"
"25.01.2022","39.800,0","39.980,0","39.990,0","39.100,0","249,52K","-0,50%"
"24.01.2022","40.000,0","37.800,0","40.000,0","37.770,0","106,70K","2,96%"
"21.01.2022","38.850,0","40.200,0","40.200,0","38.820,0","530,93K","-3,60%"
"20.01.2022","40.300,0","42.000,0","42.000,0","40.080,0","129,71K","-4,50%"
"19.01.2022","42.200,0","42.000,0","42.820,0","41.030,0","1,03M","0,36%"
"18.01.2022","42.050,0","38.900,0","42.500,0","38.600,0","1,77M","9,76%"
"17.01.2022","38.310,0","37.000,0","38.810,0","37.000,0","930,25K","5,02%"
"14.01.2022","36.480,0","36.670,0","37.400,0","36.000,0","950,32K","-2,98%"
"13.01.2022","37.600,0","35.380,0","37.880,0","35.300,0","494,87K","6,27%"
"12.01.2022","35.380,0","34.850,0","35.380,0","34.850,0","288,54K","1,67%"
"11.01.2022","34.800,0","33.080,0","34.800,0","33.080,0","133,63K","1,75%"
"07.01.2022","34.200,0","33.860,0","34.200,0","33.500,0","25,32K","1,00%"
"06.01.2022","33.860,0","32.870,0","33.860,0","31.800,0","53,67K","-0,41%"
"05.01.2022","34.000,0","34.800,0","34.800,0","33.810,0","31,62K","-2,41%"
"04.01.2022","34.840,0","34.490,0","34.840,0","34.490,0","34,99K","0,99%"
"03.01.2022","34.500,0","34.600,0","34.600,0","34.000,0","8,35K","-0,58%"
"30.12.2021","34.700,0","34.700,0","34.700,0","33.980,0","44,95K","0,00%"
"29.12.2021","34.700,0","33.300,0","34.700,0","32.700,0","46,85K","4,24%"
"28.12.2021","33.290,0","32.960,0","33.290,0","32.790,0","34,65K","1,00%"
"27.12.2021","32.960,0","32.500,0","33.260,0","32.500,0","7,81K","-1,26%"
"24.12.2021","33.380,0","32.750,0","33.700,0","32.700,0","12,96K","1,15%"
"23.12.2021","33.000,0","33.490,0","33.680,0","33.000,0","107,98K","-2,02%"
"22.12.2021","33.680,0","33.390,0","33.680,0","32.400,0","76,05K","3,63%"
"21.12.2021","32.500,0","33.300,0","33.600,0","32.500,0","264,25K","-3,56%"
"20.12.2021","33.700,0","32.990,0","33.890,0","32.290,0","101,61K","-1,35%"
"17.12.2021","34.160,0","34.490,0","34.500,0","32.530,0","618,99K","0,47%"
"16.12.2021","34.000,0","33.100,0","34.000,0","33.000,0","159,40K","4,33%"
"15.12.2021","32.590,0","33.320,0","33.320,0","31.710,0","47,25K","3,43%"
"14.12.2021","31.510,0","31.800,0","31.800,0","31.100,0","102,23K","1,97%"
"13.12.2021","30.900,0","31.790,0","33.110,0","30.900,0","49,13K","-4,10%"
"10.12.2021","32.220,0","32.220,0","32.500,0","32.100,0","50,06K","-1,17%"
"09.12.2021","32.600,0","30.300,0","33.300,0","30.300,0","152,74K","0,93%"
"07.12.2021","32.300,0","34.570,0","34.570,0","32.300,0","399,60K","-6,40%"
"06.12.2021","34.510,0","34.600,0","35.200,0","34.510,0","183,64K","-1,40%"
"03.12.2021","35.000,0","35.130,0","36.490,0","35.000,0","216,79K","-2,45%"
"02.12.2021","35.880,0","34.000,0","35.880,0","34.000,0","446,52K","4,00%"
"01.12.2021","34.500,0","32.660,0","34.960,0","32.660,0","1,13M","6,58%"
"30.11.2021","32.370,0","30.400,0","32.370,0","30.300,0","669,01K","6,48%"
"29.11.2021","30.400,0","30.350,0","30.700,0","30.210,0","247,78K","1,16%"
"26.11.2021","30.050,0","30.220,0","30.390,0","29.510,0","91,20K","-1,64%"
"25.11.2021","30.550,0","30.800,0","30.800,0","30.500,0","69,41K","0,16%"
"24.11.2021","30.500,0","30.100,0","30.500,0","30.100,0","30,21K","0,66%"
"23.11.2021","30.300,0","30.530,0","30.570,0","30.000,0","26,33K","0,03%"
"22.11.2021","30.290,0","30.400,0","31.460,0","30.290,0","52,03K","0,97%"
"19.11.2021","30.000,0","30.530,0","30.850,0","30.000,0","59,50K","-2,91%"
"18.11.2021","30.900,0","30.790,0","31.110,0","30.660,0","137,33K","0,98%"
"17.11.2021","30.600,0","31.100,0","31.100,0","29.630,0","859,66K","-1,61%"
"16.11.2021","31.100,0","31.940,0","31.940,0","31.040,0","82,53K","-3,30%"
"12.11.2021","32.160,0","31.800,0","32.160,0","31.630,0","33,62K","-0,12%"
"11.11.2021","32.200,0","32.790,0","32.790,0","32.130,0","125,73K","-0,03%"
"10.11.2021","32.210,0","32.880,0","32.880,0","32.110,0","54,00K","-2,04%"
"09.11.2021","32.880,0","33.030,0","33.190,0","32.600,0","197,10K","-1,79%"
"08.11.2021","33.480,0","33.220,0","33.500,0","33.220,0","97,07K","0,06%"
"05.11.2021","33.460,0","33.630,0","33.800,0","33.280,0","116,08K","0,18%"
"04.11.2021","33.400,0","34.200,0","34.200,0","33.400,0","78,99K","-1,76%"
"03.11.2021","34.000,0","34.100,0","34.100,0","33.860,0","142,30K","0,00%"
"02.11.2021","34.000,0","34.000,0","34.100,0","33.750,0","113,48K","0,95%"
"29.10.2021","33.680,0","34.230,0","34.280,0","33.460,0","243,68K","-2,35%"
"28.10.2021","34.490,0","34.300,0","34.490,0","34.120,0","91,76K","0,12%"
"27.10.2021","34.450,0","33.580,0","34.500,0","33.580,0","117,57K","-0,14%"
"26.10.2021","34.500,0","34.050,0","34.500,0","34.050,0","140,74K","0,88%"
"25.10.2021","34.200,0","33.790,0","34.200,0","33.510,0","59,08K","2,21%"
"22.10.2021","33.460,0","34.180,0","34.300,0","33.460,0","52,73K","-1,70%"
"21.10.2021","34.040,0","34.400,0","34.400,0","33.780,0","115,18K","-0,56%"
"20.10.2021","34.230,0","33.700,0","34.390,0","33.700,0","69,48K","0,29%"
"19.10.2021","34.130,0","34.250,0","34.480,0","34.020,0","89,84K","-1,24%"
"15.10.2021","34.560,0","33.600,0","34.940,0","33.600,0","298,46K","0,52%"
